EmployeeID,OrderID,CustomerID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ProductID,UnitPrice,Quantity,Discount
1,10376,MEREP,12/9/1996,1/6/1997,12/13/1996,2,$20.39 ,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,31,$10.00 ,42,0.050000001
1,10377,SEVES,12/9/1996,1/6/1997,12/13/1996,3,$22.21 ,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,28,$36.40 ,20,0.150000006
1,10377,SEVES,12/9/1996,1/6/1997,12/13/1996,3,$22.21 ,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,39,$14.40 ,20,0.150000006
5,10378,FOLKO,12/10/1996,1/7/1997,12/19/1996,3,$5.44 ,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,71,$17.20 ,6,0
2,10379,QUEDE,12/11/1996,1/8/1997,12/13/1996,1,$45.03 ,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,65,$16.80 ,20,0.100000001
2,10379,QUEDE,12/11/1996,1/8/1997,12/13/1996,1,$45.03 ,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,41,$7.70 ,8,0.100000001
2,10379,QUEDE,12/11/1996,1/8/1997,12/13/1996,1,$45.03 ,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,63,$35.10 ,16,0.100000001
8,10380,HUNGO,12/12/1996,1/9/1997,1/16/1997,3,$35.03 ,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,30,$20.70 ,18,0.100000001
8,10380,HUNGO,12/12/1996,1/9/1997,1/16/1997,3,$35.03 ,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,53,$26.20 ,20,0.100000001
8,10380,HUNGO,12/12/1996,1/9/1997,1/16/1997,3,$35.03 ,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,60,$27.20 ,6,0.100000001
8,10380,HUNGO,12/12/1996,1/9/1997,1/16/1997,3,$35.03 ,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,70,$12.00 ,30,0
3,10381,LILAS,12/12/1996,1/9/1997,12/13/1996,3,$7.99 ,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,74,$8.00 ,14,0
4,10382,ERNSH,12/13/1996,1/10/1997,12/16/1996,1,$94.77 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,74,$8.00 ,50,0
4,10382,ERNSH,12/13/1996,1/10/1997,12/16/1996,1,$94.77 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,33,$2.00 ,60,0
4,10382,ERNSH,12/13/1996,1/10/1997,12/16/1996,1,$94.77 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,5,$17.00 ,32,0
4,10382,ERNSH,12/13/1996,1/10/1997,12/16/1996,1,$94.77 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,18,$50.00 ,9,0
4,10382,ERNSH,12/13/1996,1/10/1997,12/16/1996,1,$94.77 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,29,$99.00 ,14,0
8,10383,AROUT,12/16/1996,1/13/1997,12/18/1996,3,$34.24 ,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,13,$4.80 ,20,0
8,10383,AROUT,12/16/1996,1/13/1997,12/18/1996,3,$34.24 ,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,50,$13.00 ,15,0
8,10383,AROUT,12/16/1996,1/13/1997,12/18/1996,3,$34.24 ,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,56,$30.40 ,20,0
3,10384,BERGS,12/16/1996,1/13/1997,12/20/1996,3,$168.64 ,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,60,$27.20 ,15,0
3,10384,BERGS,12/16/1996,1/13/1997,12/20/1996,3,$168.64 ,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,20,$64.80 ,28,0
1,10385,SPLIR,12/17/1996,1/14/1997,12/23/1996,2,$30.96 ,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,7,$24.00 ,10,0.200000003
1,10385,SPLIR,12/17/1996,1/14/1997,12/23/1996,2,$30.96 ,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,60,$27.20 ,20,0.200000003
1,10385,SPLIR,12/17/1996,1/14/1997,12/23/1996,2,$30.96 ,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,68,$10.00 ,8,0.200000003
9,10386,FAMIA,12/18/1996,1/1/1997,12/25/1996,3,$13.99 ,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,24,$3.60 ,15,0
9,10386,FAMIA,12/18/1996,1/1/1997,12/25/1996,3,$13.99 ,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,34,$11.20 ,10,0
1,10387,SANTG,12/18/1996,1/15/1997,12/20/1996,2,$93.63 ,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,71,$17.20 ,15,0
1,10387,SANTG,12/18/1996,1/15/1997,12/20/1996,2,$93.63 ,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,59,$44.00 ,12,0
1,10387,SANTG,12/18/1996,1/15/1997,12/20/1996,2,$93.63 ,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,24,$3.60 ,15,0
1,10387,SANTG,12/18/1996,1/15/1997,12/20/1996,2,$93.63 ,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,28,$36.40 ,6,0
2,10388,SEVES,12/19/1996,1/16/1997,12/20/1996,1,$34.86 ,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,45,$7.60 ,15,0.200000003
2,10388,SEVES,12/19/1996,1/16/1997,12/20/1996,1,$34.86 ,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,52,$5.60 ,20,0.200000003
2,10388,SEVES,12/19/1996,1/16/1997,12/20/1996,1,$34.86 ,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,53,$26.20 ,40,0
4,10389,BOTTM,12/20/1996,1/17/1997,12/24/1996,2,$47.42 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,70,$12.00 ,30,0
4,10389,BOTTM,12/20/1996,1/17/1997,12/24/1996,2,$47.42 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,62,$39.40 ,20,0
4,10389,BOTTM,12/20/1996,1/17/1997,12/24/1996,2,$47.42 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,10,$24.80 ,16,0
4,10389,BOTTM,12/20/1996,1/17/1997,12/24/1996,2,$47.42 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,55,$19.20 ,15,0
6,10390,ERNSH,12/23/1996,1/20/1997,12/26/1996,1,$126.38 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,72,$27.80 ,24,0.100000001
6,10390,ERNSH,12/23/1996,1/20/1997,12/26/1996,1,$126.38 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,31,$10.00 ,60,0.100000001
6,10390,ERNSH,12/23/1996,1/20/1997,12/26/1996,1,$126.38 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,35,$14.40 ,40,0.100000001
6,10390,ERNSH,12/23/1996,1/20/1997,12/26/1996,1,$126.38 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,46,$9.60 ,45,0
3,10391,DRACD,12/23/1996,1/20/1997,12/31/1996,3,$5.45 ,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,13,$4.80 ,18,0
2,10392,PICCO,12/24/1996,1/21/1997,1/1/1997,3,$122.46 ,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,69,$28.80 ,50,0
1,10393,SAVEA,12/25/1996,1/22/1997,1/3/1997,3,$126.56 ,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,31,$10.00 ,32,0
1,10393,SAVEA,12/25/1996,1/22/1997,1/3/1997,3,$126.56 ,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,26,$24.90 ,70,0.25
1,10393,SAVEA,12/25/1996,1/22/1997,1/3/1997,3,$126.56 ,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2,$15.20 ,25,0.25
1,10393,SAVEA,12/25/1996,1/22/1997,1/3/1997,3,$126.56 ,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,14,$18.60 ,42,0.25
1,10393,SAVEA,12/25/1996,1/22/1997,1/3/1997,3,$126.56 ,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,25,$11.20 ,7,0.25
1,10394,HUNGC,12/25/1996,1/22/1997,1/3/1997,3,$30.34 ,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,13,$4.80 ,10,0
1,10394,HUNGC,12/25/1996,1/22/1997,1/3/1997,3,$30.34 ,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,62,$39.40 ,10,0
6,10395,HILAA,12/26/1996,1/23/1997,1/3/1997,1,$184.41 ,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,46,$9.60 ,28,0.100000001
6,10395,HILAA,12/26/1996,1/23/1997,1/3/1997,1,$184.41 ,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,53,$26.20 ,70,0.100000001
6,10395,HILAA,12/26/1996,1/23/1997,1/3/1997,1,$184.41 ,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,69,$28.80 ,8,0
1,10396,FRANK,12/27/1996,1/10/1997,1/6/1997,3,$135.35 ,Frankenversand,Berliner Platz 43,München,,80805,Germany,71,$17.20 ,60,0
1,10396,FRANK,12/27/1996,1/10/1997,1/6/1997,3,$135.35 ,Frankenversand,Berliner Platz 43,München,,80805,Germany,23,$7.20 ,40,0
1,10396,FRANK,12/27/1996,1/10/1997,1/6/1997,3,$135.35 ,Frankenversand,Berliner Platz 43,München,,80805,Germany,72,$27.80 ,21,0
5,10397,PRINI,12/27/1996,1/24/1997,1/2/1997,1,$60.26 ,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,51,$42.40 ,18,0.150000006
5,10397,PRINI,12/27/1996,1/24/1997,1/2/1997,1,$60.26 ,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,21,$8.00 ,10,0.150000006
2,10398,SAVEA,12/30/1996,1/27/1997,1/9/1997,3,$89.16 ,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,55,$19.20 ,120,0.100000001
2,10398,SAVEA,12/30/1996,1/27/1997,1/9/1997,3,$89.16 ,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,35,$14.40 ,30,0
8,10399,VAFFE,12/31/1996,1/14/1997,1/8/1997,3,$27.36 ,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,77,$10.40 ,14,0
8,10399,VAFFE,12/31/1996,1/14/1997,1/8/1997,3,$27.36 ,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,76,$14.40 ,35,0
8,10399,VAFFE,12/31/1996,1/14/1997,1/8/1997,3,$27.36 ,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,68,$10.00 ,60,0
8,10399,VAFFE,12/31/1996,1/14/1997,1/8/1997,3,$27.36 ,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,71,$17.20 ,30,0
1,10400,EASTC,1/1/1997,1/29/1997,1/16/1997,3,$83.93 ,Eastern Connection,35 King George,London,,WX3 6FW,UK,29,$99.00 ,21,0
1,10400,EASTC,1/1/1997,1/29/1997,1/16/1997,3,$83.93 ,Eastern Connection,35 King George,London,,WX3 6FW,UK,35,$14.40 ,35,0
1,10400,EASTC,1/1/1997,1/29/1997,1/16/1997,3,$83.93 ,Eastern Connection,35 King George,London,,WX3 6FW,UK,49,$16.00 ,30,0
1,10401,RATTC,1/1/1997,1/29/1997,1/10/1997,1,$12.51 ,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,65,$16.80 ,20,0
1,10401,RATTC,1/1/1997,1/29/1997,1/10/1997,1,$12.51 ,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,71,$17.20 ,60,0
1,10401,RATTC,1/1/1997,1/29/1997,1/10/1997,1,$12.51 ,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,30,$20.70 ,18,0
1,10401,RATTC,1/1/1997,1/29/1997,1/10/1997,1,$12.51 ,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,56,$30.40 ,70,0
8,10402,ERNSH,1/2/1997,2/13/1997,1/10/1997,2,$67.88 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,23,$7.20 ,60,0
8,10402,ERNSH,1/2/1997,2/13/1997,1/10/1997,2,$67.88 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,63,$35.10 ,65,0
4,10403,ERNSH,1/3/1997,1/31/1997,1/9/1997,3,$73.79 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,16,$13.90 ,21,0.150000006
4,10403,ERNSH,1/3/1997,1/31/1997,1/9/1997,3,$73.79 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,48,$10.20 ,70,0.150000006
2,10404,MAGAA,1/3/1997,1/31/1997,1/8/1997,1,$155.97 ,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,42,$11.20 ,40,0.050000001
2,10404,MAGAA,1/3/1997,1/31/1997,1/8/1997,1,$155.97 ,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,26,$24.90 ,30,0.050000001
2,10404,MAGAA,1/3/1997,1/31/1997,1/8/1997,1,$155.97 ,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,49,$16.00 ,30,0.050000001
1,10405,LINOD,1/6/1997,2/3/1997,1/22/1997,1,$34.82 ,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,3,$8.00 ,50,0
7,10406,QUEEN,1/7/1997,2/18/1997,1/13/1997,1,$108.04 ,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,1,$14.40 ,10,0
7,10406,QUEEN,1/7/1997,2/18/1997,1/13/1997,1,$108.04 ,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,21,$8.00 ,30,0.100000001
7,10406,QUEEN,1/7/1997,2/18/1997,1/13/1997,1,$108.04 ,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,28,$36.40 ,42,0.100000001
7,10406,QUEEN,1/7/1997,2/18/1997,1/13/1997,1,$108.04 ,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,36,$15.20 ,5,0.100000001
7,10406,QUEEN,1/7/1997,2/18/1997,1/13/1997,1,$108.04 ,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,40,$14.70 ,2,0.100000001
2,10407,OTTIK,1/7/1997,2/4/1997,1/30/1997,2,$91.48 ,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,69,$28.80 ,15,0
2,10407,OTTIK,1/7/1997,2/4/1997,1/30/1997,2,$91.48 ,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,71,$17.20 ,15,0
2,10407,OTTIK,1/7/1997,2/4/1997,1/30/1997,2,$91.48 ,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,11,$16.80 ,30,0
8,10408,FOLIG,1/8/1997,2/5/1997,1/14/1997,1,$11.26 ,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,37,$20.80 ,10,0
8,10408,FOLIG,1/8/1997,2/5/1997,1/14/1997,1,$11.26 ,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,54,$5.90 ,6,0
8,10408,FOLIG,1/8/1997,2/5/1997,1/14/1997,1,$11.26 ,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,62,$39.40 ,35,0
3,10409,OCEAN,1/9/1997,2/6/1997,1/14/1997,1,$29.83 ,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,14,$18.60 ,12,0
3,10409,OCEAN,1/9/1997,2/6/1997,1/14/1997,1,$29.83 ,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,21,$8.00 ,12,0
3,10410,BOTTM,1/10/1997,2/7/1997,1/15/1997,3,$2.40 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,59,$44.00 ,16,0
3,10410,BOTTM,1/10/1997,2/7/1997,1/15/1997,3,$2.40 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,33,$2.00 ,49,0
9,10411,BOTTM,1/10/1997,2/7/1997,1/21/1997,3,$23.65 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,59,$44.00 ,9,0.200000003
9,10411,BOTTM,1/10/1997,2/7/1997,1/21/1997,3,$23.65 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,44,$15.50 ,40,0.200000003
9,10411,BOTTM,1/10/1997,2/7/1997,1/21/1997,3,$23.65 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,41,$7.70 ,25,0.200000003
8,10412,WARTH,1/13/1997,2/10/1997,1/15/1997,2,$3.77 ,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,14,$18.60 ,20,0.100000001
3,10413,LAMAI,1/14/1997,2/11/1997,1/16/1997,2,$95.66 ,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,$14.40 ,24,0
3,10413,LAMAI,1/14/1997,2/11/1997,1/16/1997,2,$95.66 ,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,62,$39.40 ,40,0
3,10413,LAMAI,1/14/1997,2/11/1997,1/16/1997,2,$95.66 ,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,76,$14.40 ,14,0
2,10414,FAMIA,1/14/1997,2/11/1997,1/17/1997,3,$21.48 ,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,33,$2.00 ,50,0
2,10414,FAMIA,1/14/1997,2/11/1997,1/17/1997,3,$21.48 ,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,19,$7.30 ,18,0.050000001
3,10415,HUNGC,1/15/1997,2/12/1997,1/24/1997,1,$0.20 ,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,17,$31.20 ,2,0
3,10415,HUNGC,1/15/1997,2/12/1997,1/24/1997,1,$0.20 ,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,33,$2.00 ,20,0
8,10416,WARTH,1/16/1997,2/13/1997,1/27/1997,3,$22.72 ,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,57,$15.60 ,20,0
8,10416,WARTH,1/16/1997,2/13/1997,1/27/1997,3,$22.72 ,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,19,$7.30 ,20,0
8,10416,WARTH,1/16/1997,2/13/1997,1/27/1997,3,$22.72 ,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,53,$26.20 ,10,0
4,10417,SIMOB,1/16/1997,2/13/1997,1/28/1997,3,$70.29 ,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,68,$10.00 ,36,0.25
4,10417,SIMOB,1/16/1997,2/13/1997,1/28/1997,3,$70.29 ,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,77,$10.40 ,35,0
4,10417,SIMOB,1/16/1997,2/13/1997,1/28/1997,3,$70.29 ,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,38,$210.80 ,50,0
4,10417,SIMOB,1/16/1997,2/13/1997,1/28/1997,3,$70.29 ,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,46,$9.60 ,2,0.25
4,10418,QUICK,1/17/1997,2/14/1997,1/24/1997,1,$17.55 ,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2,$15.20 ,60,0
4,10418,QUICK,1/17/1997,2/14/1997,1/24/1997,1,$17.55 ,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,47,$7.60 ,55,0
4,10418,QUICK,1/17/1997,2/14/1997,1/24/1997,1,$17.55 ,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,61,$22.80 ,16,0
4,10418,QUICK,1/17/1997,2/14/1997,1/24/1997,1,$17.55 ,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,74,$8.00 ,15,0
4,10419,RICSU,1/20/1997,2/17/1997,1/30/1997,2,$137.35 ,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,60,$27.20 ,60,0.050000001
4,10419,RICSU,1/20/1997,2/17/1997,1/30/1997,2,$137.35 ,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,69,$28.80 ,20,0.050000001
3,10420,WELLI,1/21/1997,2/18/1997,1/27/1997,1,$44.12 ,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,73,$12.00 ,20,0.100000001
3,10420,WELLI,1/21/1997,2/18/1997,1/27/1997,1,$44.12 ,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,70,$12.00 ,8,0.100000001
3,10420,WELLI,1/21/1997,2/18/1997,1/27/1997,1,$44.12 ,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,9,$77.60 ,20,0.100000001
3,10420,WELLI,1/21/1997,2/18/1997,1/27/1997,1,$44.12 ,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,13,$4.80 ,2,0.100000001
8,10421,QUEDE,1/21/1997,3/4/1997,1/27/1997,1,$99.23 ,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,19,$7.30 ,4,0.150000006
8,10421,QUEDE,1/21/1997,3/4/1997,1/27/1997,1,$99.23 ,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,26,$24.90 ,30,0
8,10421,QUEDE,1/21/1997,3/4/1997,1/27/1997,1,$99.23 ,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,53,$26.20 ,15,0.150000006
8,10421,QUEDE,1/21/1997,3/4/1997,1/27/1997,1,$99.23 ,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,77,$10.40 ,10,0.150000006
2,10422,FRANS,1/22/1997,2/19/1997,1/31/1997,1,$3.02 ,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,26,$24.90 ,2,0
6,10423,GOURL,1/23/1997,2/6/1997,2/24/1997,3,$24.50 ,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,59,$44.00 ,20,0
6,10423,GOURL,1/23/1997,2/6/1997,2/24/1997,3,$24.50 ,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,31,$10.00 ,14,0
7,10424,MEREP,1/23/1997,2/20/1997,1/27/1997,2,$370.61 ,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,35,$14.40 ,60,0.200000003
7,10424,MEREP,1/23/1997,2/20/1997,1/27/1997,2,$370.61 ,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,38,$210.80 ,49,0.200000003
7,10424,MEREP,1/23/1997,2/20/1997,1/27/1997,2,$370.61 ,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,68,$10.00 ,30,0.200000003
6,10425,LAMAI,1/24/1997,2/21/1997,2/14/1997,2,$7.93 ,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,55,$19.20 ,10,0.25
6,10425,LAMAI,1/24/1997,2/21/1997,2/14/1997,2,$7.93 ,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,76,$14.40 ,20,0.25
4,10426,GALED,1/27/1997,2/24/1997,2/6/1997,1,$18.69 ,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,64,$26.60 ,7,0
4,10426,GALED,1/27/1997,2/24/1997,2/6/1997,1,$18.69 ,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,56,$30.40 ,5,0
4,10427,PICCO,1/27/1997,2/24/1997,3/3/1997,2,$31.29 ,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,14,$18.60 ,35,0
7,10428,REGGC,1/28/1997,2/25/1997,2/4/1997,1,$11.09 ,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,46,$9.60 ,20,0
3,10429,HUNGO,1/29/1997,3/12/1997,2/7/1997,2,$56.63 ,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,50,$13.00 ,40,0
3,10429,HUNGO,1/29/1997,3/12/1997,2/7/1997,2,$56.63 ,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,63,$35.10 ,35,0.25
4,10430,ERNSH,1/30/1997,2/13/1997,2/3/1997,1,$458.78 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,56,$30.40 ,30,0
4,10430,ERNSH,1/30/1997,2/13/1997,2/3/1997,1,$458.78 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,59,$44.00 ,70,0.200000003
4,10430,ERNSH,1/30/1997,2/13/1997,2/3/1997,1,$458.78 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,17,$31.20 ,45,0.200000003
4,10430,ERNSH,1/30/1997,2/13/1997,2/3/1997,1,$458.78 ,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,21,$8.00 ,50,0
4,10431,BOTTM,1/30/1997,2/13/1997,2/7/1997,2,$44.17 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,17,$31.20 ,50,0.25
4,10431,BOTTM,1/30/1997,2/13/1997,2/7/1997,2,$44.17 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,40,$14.70 ,50,0.25
4,10431,BOTTM,1/30/1997,2/13/1997,2/7/1997,2,$44.17 ,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,47,$7.60 ,30,0.25
